Problem Number	Title	Slug	Difficulty	"Tags"
1317	Convert Integer to the Sum of Two No-Zero Integers	convert-integer-to-the-sum-of-two-no-zero-integers	Easy	"Math"
1318	Minimum Flips to Make a OR b Equal to c	minimum-flips-to-make-a-or-b-equal-to-c	Medium	"Bit Manipulation, Math"
1319	Number of Operations to Make Network Connected	number-of-operations-to-make-network-connected	Medium	"Graph, Union Find"
1320	Minimum Distance to Type a Word Using Two Fingers	minimum-distance-to-type-a-word-using-two-fingers	Hard	"Dynamic Programming, Simulation"
1323	Maximum 69 Number	maximum-69-number	Easy	"String, Greedy"
1325	Delete Leaves With a Given Value	delete-leaves-with-a-given-value	Medium	"Binary Tree, Depth-First Search, Tree"
1326	Minimum Number of Taps to Open to Water a Garden	minimum-number-of-taps-to-open-to-water-a-garden	Hard	"Greedy, Dynamic Programming, Array"
1328	Break a Palindrome	break-a-palindrome	Medium	"String"
1331	Rank Transform of an Array	rank-transform-of-an-array	Easy	"Array, Hash Table"
1332	Remove Palindromic Subsequences	remove-palindromic-subsequences	Easy	"String, Recursion, Greedy"
1333	Filter Restaurants by Vegan-Friendly, Price and Distance	filter-restaurants-by-vegan-friendly-price-and-distance	Medium	"Database, Filtering, Sorting"
1334	Find the City With the Smallest Number of Neighbors at a Threshold Distance	find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance	Medium	"Graph, Shortest Path"
1335	Minimum Difficulty of a Job Schedule	minimum-difficulty-of-a-job-schedule	Hard	"Dynamic Programming, Greedy"
1337	The K Weakest Rows in a Matrix	the-k-weakest-rows-in-a-matrix	Easy	"Matrix, Sorting"
1338	Reduce Array Size to The Half	reduce-array-size-to-the-half	Medium	"Array, Counting, Greedy"
1339	Maximum Product of Splitted Binary Tree	maximum-product-of-splitted-binary-tree	Medium	"Binary Tree, Dynamic Programming"
1340	Jump Game V	jump-game-v	Hard	"Array, Dynamic Programming, Greedy"
1345	Jump Game IV	jump-game-iv	Hard	"Array, Dynamic Programming, Breadth-First Search"
1353	Maximum Number of Events That Can Be Attended	maximum-number-of-events-that-can-be-attended	Medium	"Greedy, Sorting, Interval"
1354	Construct Target Array With Multiple Sums	construct-target-array-with-multiple-sums	Hard	"Array, Math, Simulation"
1356	Sort Integers by The Number of 1 Bits	sort-integers-by-the-number-of-1-bits	Easy	"Sorting, Bit Manipulation"
1358	Number of Substrings Containing All Three Characters	number-of-substrings-containing-all-three-characters	Medium	"String, Sliding Window, Counting"
1360	Number of Days Between Two Dates	number-of-days-between-two-dates	Easy	"Math, Date, Simulation"
1361	Validate Binary Tree Nodes	validate-binary-tree-nodes	Medium	"Tree, Graph, Depth-First Search, Union Find"
1362	Closest Divisors	closest-divisors	Medium	"Math"
1363	Largest Multiple of Three	largest-multiple-of-three	Hard	"String, Sorting, Greedy"
1365	How Many Numbers Are Smaller Than the Current Number	how-many-numbers-are-smaller-than-the-current-number	Easy	"Array"
1366	Rank Teams by Votes	rank-teams-by-votes	Medium	"Sorting, String"
1368	Minimum Cost to Make at Least One Valid Path in a Grid	minimum-cost-to-make-at-least-one-valid-path-in-a-grid	Hard	"Graph, Dynamic Programming, Dijkstra's Algorithm, Breadth-First Search"
1372	Longest ZigZag Path in a Binary Tree	longest-zigzag-path-in-a-binary-tree	Medium	"Binary Tree, Depth-First Search, Dynamic Programming"
1373	Maximum Sum BST in Binary Tree	maximum-sum-bst-in-binary-tree	Hard	"Binary Tree, Tree, Dynamic Programming"
1374	Generate a String With Characters That Have Odd Counts	generate-a-string-with-characters-that-have-odd-counts	Easy	"String, Counting"
1376	Time Needed to Inform All Employees	time-needed-to-inform-all-employees	Medium	"Graph, Breadth-First Search, Depth-First Search, Simulation"
1379	Find a Corresponding Node of a Binary Tree in a Clone of That Tree	find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree	Easy	"Binary Tree, Tree"
1382	Balance a Binary Search Tree	balance-a-binary-search-tree	Medium	"Binary Search Tree, Tree, Depth-First Search"
1383	Maximum Performance of a Team	maximum-performance-of-a-team	Hard	"Greedy, Sorting"
1385	Find the Distance Value Between Two Arrays	find-the-distance-value-between-two-arrays	Easy	"Array, Sorting"
1386	Cinema Seat Allocation	cinema-seat-allocation	Medium	"Array, Greedy, Simulation"
1387	Sort Integers by The Power Value	sort-integers-by-the-power-value	Medium	"Sorting, Math"
1388	Pizza With 3n Slices	pizza-with-3n-slices	Hard	"Dynamic Programming, Greedy"
1389	Create Target Array in the Given Order	create-target-array-in-the-given-order	Easy	"Array, Simulation"
1390	Four Divisors	four-divisors	Medium	"Math, Enumeration"
1394	Find Lucky Integer in an Array	find-lucky-integer-in-an-array	Easy	"Array, Hash Table"
1395	Count Number of Teams	count-number-of-teams	Medium	"Array, Dynamic Programming, Counting"
1396	Design Underground System	design-underground-system	Medium	"Design, Hash Table"
1397	Find All Good Strings	find-all-good-strings	Hard	"Backtracking, String, Enumeration"
1400	Construct K Palindrome Strings	construct-k-palindrome-strings	Medium	"String, Greedy, Backtracking"
1401	Circle and Rectangle Overlapping	circle-and-rectangle-overlapping	Medium	"Geometry"
1402	Reducing Dishes	reducing-dishes	Hard	"Array, Dynamic Programming, Greedy"
1405	Longest Happy String	longest-happy-string	Medium	"String, Greedy"
1406	Stone Game III	stone-game-iii	Hard	"Dynamic Programming, Game Theory"
1409	Queries on a Permutation With Key	queries-on-a-permutation-with-key	Medium	"Array, Simulation"
1410	HTML Entity Parser	html-entity-parser	Medium	"String"
1413	Minimum Value to Get Positive Step by Step Sum	minimum-value-to-get-positive-step-by-step-sum	Easy	"Math, Simulation"
1414	Find the Minimum Number of Fibonacci Numbers Whose Sum Is K	find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k	Medium	"Greedy, Dynamic Programming, Math"
1417	Reformat The String	reformat-the-string	Easy	"String, Greedy"
1419	Minimum Number of Frogs Croaking	minimum-number-of-frogs-croaking	Medium	"String, Greedy"
1420	Build Array Where You Can Find The Maximum Exactly K Comparisons	build-array-where-you-can-find-the-maximum-exactly-k-comparisons	Hard	"Array, Math, Greedy"
1423	Maximum Points You Can Obtain from Cards	maximum-points-you-can-obtain-from-cards	Medium	"Array, Dynamic Programming, Sliding Window"
1425	Constrained Subsequence Sum	constrained-subsequence-sum	Hard	"Array, Dynamic Programming, Sliding Window"
1427	Perform String Shifts	perform-string-shifts	Easy	"String, Simulation"
1428	Leftmost Column with at Least a One	leftmost-column-with-at-least-a-one	Medium	"Matrix, Binary Search"
1429	First Unique Number	first-unique-number	Medium	"Hash Table"
1430	Check If a String Is a Valid Sequence from Root to Leaves Path in a Binary Tree	check-if-a-string-is-a-valid-sequence-from-root-to-leaves-path-in-a-binary-tree	Medium	"String, Binary Tree, Depth-First Search"
1431	Kids With the Greatest Number of Candies	kids-with-the-greatest-number-of-candies	Easy	"Array"
1433	Check If a String Can Break Another String	check-if-a-string-can-break-another-string	Medium	"String, Greedy"
1436	Destination City	destination-city	Easy	"Graph"
1438	Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit	longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit	Medium	"Sliding Window, Array"
1441	Build an Array With Stack Operations	build-an-array-with-stack-operations	Medium	"Stack, Simulation"
1443	Minimum Time to Collect All Apples in a Tree	minimum-time-to-collect-all-apples-in-a-tree	Medium	"Tree, Depth-First Search, Graph"
1444	Number of Ways of Cutting a Pizza	number-of-ways-of-cutting-a-pizza	Hard	"Dynamic Programming, Recursion, Enumeration"
1446	Consecutive Characters	consecutive-characters	Easy	"String"
1447	Simplified Fractions	simplified-fractions	Medium	"Math, Enumeration"
1448	Count Good Nodes in Binary Tree	count-good-nodes-in-binary-tree	Medium	"Binary Tree, Recursion, Depth-First Search"
1450	Number of Students Doing Homework at a Given Time	number-of-students-doing-homework-at-a-given-time	Easy	"Array, Simulation"
1452	People Whose List of Favorite Companies Is Not a Subset of Another List	people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list	Medium	"Hash Table, Enumeration"
1456	Maximum Number of Vowels in a Substring of Given Length	maximum-number-of-vowels-in-a-substring-of-given-length	Medium	"String, Sliding Window"
1457	Pseudo-Palindromic Paths in a Binary Tree	pseudo-palindromic-paths-in-a-binary-tree	Medium	"Tree, Binary Tree, Depth-First Search"
1458	Max Dot Product of Two Subsequences	max-dot-product-of-two-subsequences	Hard	"Dynamic Programming, Array"
1461	Check If a String Contains All Binary Codes of Size K	check-if-a-string-contains-all-binary-codes-of-size-k	Medium	"String, Bit Manipulation, Hash Table"
1463	Cherry Pickup II	cherry-pickup-ii	Hard	"Dynamic Programming, Matrix"
1464	Maximum Product of Two Elements in an Array	maximum-product-of-two-elements-in-an-array	Easy	"Array, Math"
1465	Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts	maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts	Medium	"Math, Array"
1470	Shuffle the Array	shuffle-the-array	Easy	"Array"
1471	The k Strongest Values in an Array	the-k-strongest-values-in-an-array	Medium	"Array, Sorting, Heap (Priority Queue)"
1476	Subrectangle Queries	subrectangle-queries	Medium	"Array, Matrix, Simulation"
1477	Find Two Non-overlapping Sub-arrays Each With Target Sum	find-two-non-overlapping-sub-arrays-each-with-target-sum	Medium	"Array, Two Pointers, Sliding Window"
1478	Allocate Mailboxes	allocate-mailboxes	Hard	"Dynamic Programming, Greedy"
1480	Running Sum of 1d Array	running-sum-of-1d-array	Easy	"Array, Prefix Sum"
1481	Least Number of Unique Integers after K Removals	least-number-of-unique-integers-after-k-removals	Medium	"Array, Hash Table, Greedy"
1485	Clone Binary Tree With Random Pointer	clone-binary-tree-with-random-pointer	Medium	"Binary Tree, Hash Table, Recursion"
1486	XOR Operation in an Array	xor-operation-in-an-array	Easy	"Array, Bit Manipulation"
1488	Avoid Flood in The City	avoid-flood-in-the-city	Medium	"Array, Greedy, Simulation"
1491	Average Salary Excluding the Minimum and Maximum Salary	average-salary-excluding-the-minimum-and-maximum-salary	Easy	"Array, Math"
1492	The kth Factor of n	the-kth-factor-of-n	Medium	"Math"
1494	Parallel Courses II	parallel-courses-ii	Hard	"Graph, Topological Sort, Dynamic Programming"
1496	Path Crossing	path-crossing	Easy	"Simulation, Grid"
1497	Check If Array Pairs Are Divisible by k	check-if-array-pairs-are-divisible-by-k	Medium	"Array, Math"
1499	Max Value of Equation	max-value-of-equation	Hard	"Array, Dynamic Programming, Greedy"
1505	Minimum Possible Integer After at Most K Adjacent Swaps On Digits	minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits	Hard	"Greedy, String"
1508	Range Sum of Sorted Subarray Sums	range-sum-of-sorted-subarray-sums	Medium	"Array, Sorting, Prefix Sum"
1510	Stone Game IV	stone-game-iv	Hard	"Dynamic Programming, Game Theory"
1513	Number of Substrings With Only 1s	number-of-substrings-with-only-1s	Medium	"String, Math, Counting"
1514	Path with Maximum Probability	path-with-maximum-probability	Medium	"Graph, Probability and Statistics, Depth-First Search"
1519	Number of Nodes in the Sub-Tree With the Same Label	number-of-nodes-in-the-sub-tree-with-the-same-label	Medium	"Tree, Depth-First Search, Counting"
1520	Maximum Number of Non-Overlapping Substrings	maximum-number-of-non-overlapping-substrings	Hard	"String, Greedy, Dynamic Programming"
1521	Find a Value of a Mysterious Function Closest to Target	find-a-value-of-a-mysterious-function-closest-to-target	Hard	"Math, Binary Search"
1523	Count Odd Numbers in an Interval Range	count-odd-numbers-in-an-interval-range	Easy	"Math"
1524	Number of Sub-arrays With Odd Sum	number-of-sub-arrays-with-odd-sum	Medium	"Array, Prefix Sum, Counting"
1526	Minimum Number of Increments on Subarrays to Form a Target Array	minimum-number-of-increments-on-subarrays-to-form-a-target-array	Hard	"Array, Greedy, Simulation"
1528	Shuffle String	shuffle-string	Easy	"String, Array"
1529	Minimum Suffix Flips	minimum-suffix-flips	Medium	"String, Dynamic Programming, Greedy"
1530	Number of Good Leaf Nodes Pairs	number-of-good-leaf-nodes-pairs	Medium	"Tree, Depth-First Search"
1533	Find the Index of the Large Integer	find-the-index-of-the-large-integer	Medium	"Array, Binary Search"
1534	Count Good Triplets	count-good-triplets	Easy	"Array, Counting"
1535	Find the Winner of an Array Game	find-the-winner-of-an-array-game	Medium	"Simulation, Math, Array"
1536	Minimum Swaps to Arrange a Binary Grid	minimum-swaps-to-arrange-a-binary-grid	Medium	"Array, Greedy, Sorting, Simulation"
1541	Minimum Insertions to Balance a Parentheses String	minimum-insertions-to-balance-a-parentheses-string	Medium	"String, Stack, Greedy"
1544	Make The String Great	make-the-string-great	Easy	"String"
1545	Find Kth Bit in Nth Binary String	find-kth-bit-in-nth-binary-string	Medium	"String, Bit Manipulation"
1546	Maximum Number of Non-Overlapping Subarrays With Sum Equals Target	maximum-number-of-non-overlapping-subarrays-with-sum-equals-target	Medium	"Array, Hash Table, Greedy, Sliding Window"
1547	Minimum Cost to Cut a Stick	minimum-cost-to-cut-a-stick	Hard	"Dynamic Programming, Greedy"
1548	The Most Similar Path in a Graph	the-most-similar-path-in-a-graph	Hard	"Graph, Dynamic Programming, Depth-First Search"
1551	Minimum Operations to Make Array Equal	minimum-operations-to-make-array-equal	Medium	"Math, Greedy"
1552	Magnetic Force Between Two Balls	magnetic-force-between-two-balls	Medium	"Math, Sorting"
1553	Minimum Number of Days to Eat N Oranges	minimum-number-of-days-to-eat-n-oranges	Hard	"Dynamic Programming, Greedy"
1556	Thousand Separator	thousand-separator	Easy	"String"
1557	Minimum Number of Vertices to Reach All Nodes	minimum-number-of-vertices-to-reach-all-nodes	Medium	"Graph, Depth-First Search, Breadth-First Search"
1560	Most Visited Sector in  a Circular Track	most-visited-sector-in-a-circular-track	Easy	"Simulation, Array"
1561	Maximum Number of Coins You Can Get	maximum-number-of-coins-you-can-get	Medium	"Dynamic Programming, Greedy"
1562	Find Latest Group of Size M	find-latest-group-of-size-m	Medium	"Array, Sorting, Hash Table"
1564	Put Boxes Into the Warehouse I	put-boxes-into-the-warehouse-i	Medium	"Greedy, Sorting"
1567	Maximum Length of Subarray With Positive Product	maximum-length-of-subarray-with-positive-product	Medium	"Array, Two Pointers, Dynamic Programming"
1568	Minimum Number of Days to Disconnect Island	minimum-number-of-days-to-disconnect-island	Hard	"Graph, Breadth-First Search, Depth-First Search"
1569	Number of Ways to Reorder Array to Get Same BST	number-of-ways-to-reorder-array-to-get-same-bst	Hard	"Binary Tree, Dynamic Programming, Combinatorics"
1570	Dot Product of Two Sparse Vectors	dot-product-of-two-sparse-vectors	Medium	"Array, Hash Table"
1572	Matrix Diagonal Sum	matrix-diagonal-sum	Easy	"Matrix"
1573	Number of Ways to Split a String	number-of-ways-to-split-a-string	Medium	"String, Dynamic Programming"
1574	Shortest Subarray to be Removed to Make Array Sorted	shortest-subarray-to-be-removed-to-make-array-sorted	Medium	"Array, Sorting"
1575	Count All Possible Routes	count-all-possible-routes	Hard	"Dynamic Programming, Graph, Enumeration"
1578	Minimum Time to Make Rope Colorful	minimum-time-to-make-rope-colorful	Medium	"Greedy, String, Array"
1579	Remove Max Number of Edges to Keep Graph Fully Traversable	remove-max-number-of-edges-to-keep-graph-fully-traversable	Hard	"Graph, Union Find, Depth-First Search"
1580	Put Boxes Into the Warehouse II	put-boxes-into-the-warehouse-ii	Medium	"Greedy, Simulation"
1582	Special Positions in a Binary Matrix	special-positions-in-a-binary-matrix	Easy	"Matrix, Counting, Array"
1583	Count Unhappy Friends	count-unhappy-friends	Medium	"Hash Table, Graph"
1584	Min Cost to Connect All Points	min-cost-to-connect-all-points	Medium	"Graph, Minimum Spanning Tree"
1586	Binary Search Tree Iterator II	binary-search-tree-iterator-ii	Medium	"Binary Tree, Iterator"
